,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
249,frozenset({'KHEEMA GHOTALA                '}),frozenset({'BUTTERED TOASTS               '}),0.004529736217884599,0.0014860964247949472,0.0006858906575976679,0.15141955835962145,101.89080320310605,0.0006791590327990054,1.1766873882280298
248,frozenset({'BUTTERED TOASTS               '}),frozenset({'KHEEMA GHOTALA                '}),0.0014860964247949472,0.004529736217884599,0.0006858906575976679,0.46153846153846156,101.89080320310605,0.0006791590327990054,1.8487304898810717
55,frozenset({'ADD HERB ROAST CHICKEN        '}),frozenset({'LEMON INFUSED CHAR GRILLED VEG'}),0.0022434340258923723,0.0058586493669800805,0.0010431253750964535,0.4649681528662421,79.36439335093989,0.0010299818817607975,1.8580975243974305
54,frozenset({'LEMON INFUSED CHAR GRILLED VEG'}),frozenset({'ADD HERB ROAST CHICKEN        '}),0.0058586493669800805,0.0022434340258923723,0.0010431253750964535,0.1780487804878049,79.36439335093989,0.0010299818817607975,1.2138878102355612
57,frozenset({'ADD HERB ROAST CHICKEN        '}),frozenset({'ORANGE ARRABIATA              '}),0.0022434340258923723,0.007073247406475951,0.0007287588236975222,0.3248407643312102,45.92526539278131,0.0007128904597922791,1.4706556618602193
56,frozenset({'ORANGE ARRABIATA              '}),frozenset({'ADD HERB ROAST CHICKEN        '}),0.007073247406475951,0.0022434340258923723,0.0007287588236975222,0.10303030303030303,45.92526539278131,0.0007128904597922791,1.1123637390927552
67,frozenset({'CAFFE LATTE                   '}),frozenset({'ADD VANILLA FLAVOUR           '}),0.029936269326398215,0.0007144694349975708,0.0005715755479980566,0.01909307875894988,26.723436754176614,0.0005501869985664897,1.0187363438120098
66,frozenset({'ADD VANILLA FLAVOUR           '}),frozenset({'CAFFE LATTE                   '}),0.0007144694349975708,0.029936269326398215,0.0005715755479980566,0.8,26.723436754176614,0.0005501869985664897,4.85031865336801
3,frozenset({'CAFFE LATTE                   '}),frozenset({'ADD CARAMEL FLAVOUR           '}),0.029936269326398215,0.0009859678202966478,0.0006287331027978623,0.02100238663484487,21.30129016637266,0.0005992169045823,1.020445830042164
2,frozenset({'ADD CARAMEL FLAVOUR           '}),frozenset({'CAFFE LATTE                   '}),0.0009859678202966478,0.029936269326398215,0.0006287331027978623,0.6376811594202898,21.30129016637266,0.0005992169045823,2.6773758966591403
47,frozenset({'ADD FRIES                     '}),frozenset({'TRADITIONAL ITALIAN CRUSTINI  '}),0.010745620302363465,0.003772398616787174,0.0008430739332971335,0.07845744680851063,20.797761524822693,0.0008025371701319774,1.0810435154980895
46,frozenset({'TRADITIONAL ITALIAN CRUSTINI  '}),frozenset({'ADD FRIES                     '}),0.003772398616787174,0.010745620302363465,0.0008430739332971335,0.22348484848484848,20.797761524822693,0.0008025371701319774,1.2739666158057368
50,frozenset({'ADD HAZELNUT FLAVOUR          '}),frozenset({'CAFFE LATTE                   '}),0.002957903460889943,0.029936269326398215,0.00161470092309451,0.5458937198067634,18.235195369697813,0.0015261523284478234,2.136204172866336
51,frozenset({'CAFFE LATTE                   '}),frozenset({'ADD HAZELNUT FLAVOUR          '}),0.029936269326398215,0.002957903460889943,0.00161470092309451,0.05393794749403342,18.23519536969781,0.0015261523284478234,1.0538865753024398
1036,"frozenset({'SAMBUCA                       ', 'B.M.T. PANINI                 '})",frozenset({'MAGGI NDL ARRABIATA           '}),0.004686919493584065,0.012588951444657197,0.0009002314880969392,0.19207317073170732,15.257281083026495,0.0008412280861671922,1.2221540525515187
1037,frozenset({'MAGGI NDL ARRABIATA           '}),"frozenset({'SAMBUCA                       ', 'B.M.T. PANINI                 '})",0.012588951444657197,0.004686919493584065,0.0009002314880969392,0.07150964812712826,15.257281083026493,0.0008412280861671922,1.0719692224036093
13,frozenset({'ADD FRIES                     '}),frozenset({'CHICKEN SLOUVLAKI WRAP        '}),0.010745620302363465,0.005058443599782802,0.0006573118801977651,0.061170212765957445,12.092694434427214,0.0006029557659535785,1.0597677767889
12,frozenset({'CHICKEN SLOUVLAKI WRAP        '}),frozenset({'ADD FRIES                     '}),0.005058443599782802,0.010745620302363465,0.0006573118801977651,0.12994350282485873,12.092694434427212,0.0006029557659535785,1.1370001636784524
31,frozenset({'ADD FRIES                     '}),frozenset({'MEDITER RANEAN PANINO         '}),0.010745620302363465,0.005387099539881684,0.0006430224914978137,0.0598404255319149,11.10809724025058,0.0005851347653112082,1.0579192378302815
30,frozenset({'MEDITER RANEAN PANINO         '}),frozenset({'ADD FRIES                     '}),0.005387099539881684,0.010745620302363465,0.0006430224914978137,0.11936339522546419,11.108097240250578,0.0005851347653112082,1.1233400636927982
513,frozenset({'FRENCH FRIES                  '}),frozenset({'GARDEN FRESH PANINI           '}),0.003815266782887028,0.01764739504444,0.0007430482123974736,0.19475655430711608,11.03599448058348,0.0006757186922799365,1.2199448628983
512,frozenset({'GARDEN FRESH PANINI           '}),frozenset({'FRENCH FRIES                  '}),0.01764739504444,0.003815266782887028,0.0007430482123974736,0.04210526315789473,11.03599448058348,0.0006757186922799365,1.0399730731387444
1034,"frozenset({'MAGGI NDL ARRABIATA           ', 'SAMBUCA                       '})",frozenset({'B.M.T. PANINI                 '}),0.0025006430224914977,0.03722385756337344,0.0009002314880969392,0.36,9.67121689059501,0.000807147908410872,1.504337722557229
1039,frozenset({'B.M.T. PANINI                 '}),"frozenset({'MAGGI NDL ARRABIATA           ', 'SAMBUCA                       '})",0.03722385756337344,0.0025006430224914977,0.0009002314880969392,0.02418426103646833,9.67121689059501,0.000807147908410872,1.0222210168868644
463,frozenset({'FRENCH FRIES                  '}),frozenset({'COUNTRY ROAST CHICKEN PANINI  '}),0.003815266782887028,0.018890571861335772,0.0006716012688977166,0.1760299625468165,9.318403055182536,0.0005995286975654219,1.1907100786955607
462,frozenset({'COUNTRY ROAST CHICKEN PANINI  '}),frozenset({'FRENCH FRIES                  '}),0.018890571861335772,0.003815266782887028,0.0006716012688977166,0.03555219364599092,9.318403055182534,0.0005995286975654219,1.0329068371082537
1083,"frozenset({'SAMBUCA                       ', 'CALCUTTA MINT                 '})",frozenset({'RED BULL 2+1                  '}),0.0036580835071875627,0.016675716612843304,0.0005287073818982024,0.14453125,8.667168755355611,0.0004677062179862267,1.1494566965621558
1086,frozenset({'RED BULL 2+1                  '}),"frozenset({'SAMBUCA                       ', 'CALCUTTA MINT                 '})",0.016675716612843304,0.0036580835071875627,0.0005287073818982024,0.03170522707797772,8.667168755355611,0.0004677062179862267,1.028965501369126
1118,"frozenset({'QUA  MINERAL WATER(1000ML)    ', 'RED BULL 2+1                  '})",frozenset({'SAMBUCA                       '}),0.0012288874281958218,0.06320196621988511,0.0006573118801977651,0.5348837209302325,8.463086719000573,0.0005796437784728913,2.014115772627247
1123,frozenset({'SAMBUCA                       '}),"frozenset({'QUA  MINERAL WATER(1000ML)    ', 'RED BULL 2+1                  '})",0.06320196621988511,0.0012288874281958218,0.0006573118801977651,0.01040018087271083,8.463086719000572,0.0005796437784728913,1.0092676789822002
1122,frozenset({'RED BULL 2+1                  '}),"frozenset({'QUA  MINERAL WATER(1000ML)    ', 'SAMBUCA                       '})",0.016675716612843304,0.004686919493584065,0.0006573118801977651,0.039417309340188514,8.410067506844733,0.0005791541389355461,1.0361555441132806
1119,"frozenset({'QUA  MINERAL WATER(1000ML)    ', 'SAMBUCA                       '})",frozenset({'RED BULL 2+1                  '}),0.004686919493584065,0.016675716612843304,0.0006573118801977651,0.14024390243902438,8.410067506844733,0.0005791541389355461,1.1437246984077567
1099,frozenset({'SAMBUCA                       '}),"frozenset({'GREAT LAKES SHAKE                   ', 'RED BULL 2+1                  '})",0.06320196621988511,0.0010431253750964535,0.0005287073818982024,0.008365362875876104,8.019518147665226,0.0004627798071782514,1.007384007402177
1094,"frozenset({'GREAT LAKES SHAKE                   ', 'RED BULL 2+1                  '})",frozenset({'SAMBUCA                       '}),0.0010431253750964535,0.06320196621988511,0.0005287073818982024,0.5068493150684932,8.019518147665226,0.0004627798071782514,1.899618235165233
