Date,Profits
2010-04-01,846.6666666666669
2010-04-02,486.66666666666663
2010-04-03,1124.4444444444448
2010-04-04,857.7777777777779
2010-04-05,497.7777777777777
2010-04-06,642.2222222222223
2010-04-07,502.22222222222223
2010-04-08,331.1111111111111
2010-04-09,446.66666666666663
2010-04-10,873.3333333333335
2010-04-11,715.5555555555557
2010-04-12,457.77777777777777
2010-04-13,1028.8888888888894
2010-04-14,511.1111111111111
2010-04-15,571.1111111111111
2010-04-16,784.4444444444448
2010-04-17,704.4444444444447
2010-04-18,740.0000000000002
2010-04-19,457.77777777777777
2010-04-20,466.6666666666667
2010-04-21,520.0
2010-04-22,337.7777777777778
2010-04-23,228.88888888888889
2010-04-24,786.6666666666669
2010-04-25,815.5555555555559
2010-04-26,373.3333333333333
2010-04-27,424.44444444444446
2010-04-28,573.3333333333334
2010-04-29,444.44444444444446
2010-04-30,584.4444444444445
2010-05-01,875.5555555555559
2010-05-02,311.11111111111114
2010-05-03,748.8888888888891
2010-05-04,193.33333333333331
2010-05-05,344.44444444444446
2010-05-06,746.6666666666667
2010-05-07,644.4444444444446
2010-05-08,606.6666666666666
2010-05-09,304.44444444444446
2010-05-10,613.3333333333334
2010-05-11,371.1111111111111
2010-05-12,233.33333333333331
2010-05-13,353.3333333333333
2010-05-14,433.3333333333333
2010-05-15,660.0
2010-05-16,251.1111111111111
2010-05-17,668.888888888889
2010-05-18,671.1111111111113
2010-05-19,524.4444444444443
2010-05-20,442.22222222222223
2010-05-21,351.11111111111114
2010-05-22,731.1111111111113
2010-05-23,631.1111111111112
2010-05-24,455.55555555555554
2010-05-25,602.2222222222223
2010-05-26,413.3333333333333
2010-05-27,688.888888888889
2010-05-28,364.44444444444446
2010-05-29,571.1111111111112
2010-05-30,751.1111111111113
2010-05-31,348.8888888888889
2010-06-01,560.0
2010-06-02,419.99999999999994
2010-06-03,217.77777777777777
2010-06-04,504.44444444444446
2010-06-05,811.1111111111112
2010-06-06,235.55555555555557
2010-06-07,297.77777777777777
2010-06-08,246.66666666666666
2010-06-09,771.1111111111111
2010-06-10,517.7777777777778
2010-06-11,611.1111111111112
2010-06-12,424.44444444444446
2010-06-13,346.66666666666663
2010-06-14,275.55555555555554
2010-06-15,344.4444444444444
2010-06-16,448.8888888888889
2010-06-17,366.6666666666667
2010-06-18,622.2222222222223
2010-06-19,840.0000000000003
2010-06-20,593.3333333333333
2010-06-21,388.88888888888886
2010-06-22,197.77777777777777
2010-06-23,382.22222222222223
2010-06-24,117.77777777777777
2010-06-25,611.1111111111112
2010-06-26,502.22222222222223
2010-06-27,460.0
2010-06-28,733.3333333333335
2010-06-29,511.1111111111111
2010-06-30,440.0
2010-07-01,1068.888888888889
2010-07-02,357.7777777777778
2010-07-03,566.6666666666666
2010-07-04,686.6666666666666
2010-07-05,175.55555555555554
2010-07-06,804.4444444444447
2010-07-07,444.44444444444446
2010-07-08,268.8888888888889
2010-07-09,404.4444444444444
2010-07-10,515.5555555555555
2010-07-11,440.0
2010-07-12,711.1111111111112
2010-07-13,531.1111111111111
2010-07-14,615.5555555555555
2010-07-15,446.6666666666667
2010-07-16,357.77777777777777
2010-07-17,428.88888888888886
2010-07-18,511.1111111111111
2010-07-19,437.77777777777777
2010-07-20,366.6666666666667
2010-07-21,360.0
2010-07-22,282.22222222222223
2010-07-23,335.55555555555554
2010-07-24,513.3333333333334
2010-07-25,308.8888888888889
2010-07-26,308.88888888888886
2010-07-27,266.66666666666663
2010-07-28,524.4444444444445
2010-07-29,513.3333333333333
2010-07-30,466.66666666666663
2010-07-31,551.1111111111111
2010-08-01,471.1111111111111
2010-08-02,628.888888888889
2010-08-03,464.44444444444446
2010-08-04,380.0
2010-08-05,637.7777777777778
2010-08-06,728.8888888888889
2010-08-07,440.0
2010-08-08,491.1111111111111
2010-08-09,840.0000000000001
2010-08-10,553.3333333333334
2010-08-11,573.3333333333334
2010-08-12,313.33333333333337
2010-08-13,691.1111111111113
2010-08-14,695.5555555555557
2010-08-15,1242.2222222222229
2010-08-16,386.66666666666663
2010-08-17,564.4444444444445
2010-08-18,548.8888888888889
2010-08-19,508.88888888888886
2010-08-20,728.888888888889
2010-08-21,344.4444444444444
2010-08-22,415.55555555555554
2010-08-23,377.77777777777777
2010-08-24,275.55555555555554
2010-08-25,626.6666666666667
2010-08-26,375.55555555555554
2010-08-27,797.777777777778
2010-08-28,391.1111111111111
2010-08-29,606.6666666666667
2010-08-30,357.7777777777778
2010-08-31,386.6666666666667
2010-09-01,482.2222222222222
2010-09-02,517.7777777777778
2010-09-03,506.66666666666663
2010-09-04,620.0000000000001
2010-09-05,584.4444444444445
2010-09-06,213.33333333333331
2010-09-07,340.0
2010-09-08,328.8888888888889
2010-09-09,520.0
2010-09-10,197.77777777777777
2010-09-11,966.666666666667
2010-09-12,424.4444444444444
2010-09-13,553.3333333333334
2010-09-14,744.4444444444446
2010-09-15,557.7777777777777
2010-09-16,311.11111111111114
2010-09-17,360.0
2010-09-18,464.4444444444444
2010-09-19,475.55555555555554
2010-09-20,677.7777777777779
2010-09-21,773.3333333333336
2010-09-22,728.888888888889
2010-09-23,1037.7777777777783
2010-09-24,475.55555555555554
2010-09-25,513.3333333333334
2010-09-26,613.3333333333334
2010-09-27,386.6666666666667
2010-09-28,351.1111111111111
2010-09-29,571.1111111111112
2010-09-30,433.3333333333333
2010-10-01,653.3333333333335
2010-10-02,675.5555555555557
2010-10-03,591.1111111111111
2010-10-04,444.44444444444446
2010-10-05,462.22222222222223
2010-10-06,500.0
