Date,Profits
2010-04-01,1060.0
2010-04-02,1071.6666666666667
2010-04-03,2165.0
2010-04-04,956.6666666666667
2010-04-05,780.0
2010-04-06,491.66666666666663
2010-04-07,1330.0
2010-04-08,964.9999999999999
2010-04-09,479.99999999999994
2010-04-10,871.6666666666666
2010-04-11,1030.0
2010-04-12,895.0
2010-04-13,1008.3333333333334
2010-04-14,731.6666666666666
2010-04-15,916.6666666666667
2010-04-16,1333.3333333333333
2010-04-17,1236.6666666666665
2010-04-18,885.0
2010-04-19,990.0000000000002
2010-04-20,741.6666666666667
2010-04-21,1016.6666666666667
2010-04-22,690.0
2010-04-23,746.6666666666666
2010-04-24,550.0
2010-04-25,835.0000000000001
2010-04-26,741.6666666666666
2010-04-27,751.6666666666666
2010-04-28,821.6666666666667
2010-04-29,805.0
2010-04-30,980.0
2010-05-01,1346.6666666666663
2010-05-02,790.0
2010-05-03,1205.0
2010-05-04,328.3333333333333
2010-05-05,670.0
2010-05-06,845.0000000000001
2010-05-07,588.3333333333333
2010-05-08,970.0000000000001
2010-05-09,525.0
2010-05-10,671.6666666666666
2010-05-11,535.0
2010-05-12,891.6666666666667
2010-05-13,840.0
2010-05-14,715.0
2010-05-15,1053.3333333333335
2010-05-16,846.6666666666666
2010-05-17,553.3333333333333
2010-05-18,675.0
2010-05-19,489.99999999999994
2010-05-20,806.6666666666667
2010-05-21,905.0000000000001
2010-05-22,1196.666666666667
2010-05-23,943.3333333333333
2010-05-24,760.0000000000001
2010-05-25,498.3333333333333
2010-05-26,626.6666666666666
2010-05-27,830.0
2010-05-28,655.0
2010-05-29,830.0000000000001
2010-05-30,786.6666666666667
2010-05-31,685.0
2010-06-01,614.9999999999999
2010-06-02,933.3333333333333
2010-06-03,705.0
2010-06-04,966.6666666666665
2010-06-05,493.33333333333326
2010-06-06,628.3333333333334
2010-06-07,616.6666666666666
2010-06-08,453.3333333333333
2010-06-09,455.0
2010-06-10,451.66666666666663
2010-06-11,760.0000000000001
2010-06-12,760.0
2010-06-13,1008.3333333333333
2010-06-14,643.3333333333333
2010-06-15,861.6666666666667
2010-06-16,610.0
2010-06-17,791.6666666666667
2010-06-18,1060.0
2010-06-19,1081.6666666666667
2010-06-20,1175.0
2010-06-21,573.3333333333334
2010-06-22,864.9999999999999
2010-06-23,1081.6666666666667
2010-06-24,721.6666666666666
2010-06-25,900.0000000000001
2010-06-26,1045.0
2010-06-27,920.0
2010-06-28,748.3333333333334
2010-06-29,676.6666666666666
2010-06-30,750.0
2010-07-01,748.3333333333334
2010-07-02,701.6666666666666
2010-07-03,1180.0000000000002
2010-07-04,698.3333333333333
2010-07-05,735.0
2010-07-06,1185.0
2010-07-07,763.3333333333333
2010-07-08,1156.6666666666667
2010-07-09,1171.6666666666667
2010-07-10,954.9999999999999
2010-07-11,1336.6666666666667
2010-07-12,981.6666666666666
2010-07-13,808.3333333333334
2010-07-14,1036.6666666666667
2010-07-15,1110.0
2010-07-16,1023.3333333333334
2010-07-17,1191.6666666666667
2010-07-18,1289.9999999999998
2010-07-19,868.3333333333334
2010-07-20,603.3333333333333
2010-07-21,950.0
2010-07-22,661.6666666666666
2010-07-23,1753.333333333333
2010-07-24,773.3333333333334
2010-07-25,880.0
2010-07-26,586.6666666666666
2010-07-27,1200.0000000000002
2010-07-28,1003.3333333333336
2010-07-29,626.6666666666666
2010-07-30,818.3333333333334
2010-07-31,1206.6666666666667
2010-08-01,1113.3333333333333
2010-08-02,1030.0
2010-08-03,790.0
2010-08-04,961.6666666666667
2010-08-05,581.6666666666665
2010-08-06,1535.0000000000005
2010-08-07,1315.0000000000002
2010-08-08,1116.6666666666667
2010-08-09,1038.3333333333335
2010-08-10,960.0
2010-08-11,810.0000000000001
2010-08-12,508.33333333333326
2010-08-13,613.3333333333333
2010-08-14,995.0
2010-08-15,823.3333333333333
2010-08-16,680.0
2010-08-17,630.0
2010-08-18,1076.6666666666667
2010-08-19,720.0
2010-08-20,1386.6666666666665
2010-08-21,1248.3333333333333
2010-08-22,1356.6666666666667
2010-08-23,800.0
2010-08-24,491.66666666666663
2010-08-25,746.6666666666666
2010-08-26,911.6666666666666
2010-08-27,888.3333333333334
2010-08-28,980.0000000000001
2010-08-29,871.6666666666666
2010-08-30,815.0000000000001
2010-08-31,866.6666666666667
2010-09-01,968.3333333333334
2010-09-02,958.3333333333334
2010-09-03,951.6666666666666
2010-09-04,745.0
2010-09-05,280.0
2010-09-06,699.9999999999999
2010-09-07,655.0
2010-09-08,729.9999999999999
2010-09-09,900.0
2010-09-10,756.6666666666666
2010-09-11,965.0
2010-09-12,1026.6666666666665
2010-09-13,804.9999999999999
2010-09-14,686.6666666666666
2010-09-15,721.6666666666666
2010-09-16,1251.6666666666665
2010-09-17,595.0
2010-09-18,1080.0
2010-09-19,1108.3333333333335
2010-09-20,581.6666666666667
2010-09-21,980.0
2010-09-22,1070.0
2010-09-23,818.3333333333333
2010-09-24,826.6666666666667
2010-09-25,948.3333333333334
2010-09-26,825.0000000000001
2010-09-27,620.0
2010-09-28,918.3333333333334
2010-09-29,788.3333333333334
2010-09-30,843.3333333333334
2010-10-01,941.6666666666666
2010-10-02,825.0
2010-10-03,755.0
2010-10-04,756.6666666666666
2010-10-05,445.0
2010-10-06,503.33333333333326
2010-10-07,658.3333333333333
2010-10-08,828.3333333333334
2010-10-09,740.0
2010-10-10,829.9999999999999
2010-10-11,879.9999999999999
2010-10-12,1498.3333333333333
2010-10-13,754.9999999999999
2010-10-14,696.6666666666665
2010-10-15,854.9999999999999
