Date,Profits
2010-04-01,1051.6666666666665
2010-04-02,1776.666666666667
2010-04-03,2670.0000000000005
2010-04-04,1981.666666666668
2010-04-05,1438.3333333333337
2010-04-06,1176.6666666666665
2010-04-07,1276.666666666666
2010-04-08,1148.3333333333333
2010-04-09,1210.0000000000007
2010-04-10,1158.3333333333328
2010-04-11,1386.6666666666672
2010-04-12,1211.6666666666667
2010-04-13,1170.0000000000002
2010-04-14,1061.6666666666665
2010-04-15,945.0
2010-04-16,1640.0000000000007
2010-04-17,1490.0
2010-04-18,1508.3333333333344
2010-04-19,1400.0000000000005
2010-04-20,1451.666666666667
2010-04-21,1256.6666666666667
2010-04-22,1033.3333333333333
2010-04-23,1220.0000000000007
2010-04-24,1523.3333333333335
2010-04-25,1403.333333333333
2010-04-26,1928.0000000000005
2010-04-27,1695.0000000000011
2010-04-28,1101.6666666666667
2010-04-29,1301.666666666667
2010-04-30,1720.0000000000007
2010-05-01,2498.3333333333335
2010-05-02,1606.666666666666
2010-05-03,1648.333333333333
2010-05-04,983.3333333333333
2010-05-05,1285.0
2010-05-06,1645.0
2010-05-07,1669.9999999999995
2010-05-08,2036.666666666666
2010-05-09,1363.333333333333
2010-05-10,1201.6666666666667
2010-05-11,1419.6666666666667
2010-05-12,1398.3333333333333
2010-05-13,1191.6666666666665
2010-05-14,1596.6666666666663
2010-05-15,2203.3333333333335
2010-05-16,1868.333333333333
2010-05-17,1601.6666666666663
2010-05-18,1025.0
2010-05-19,1120.0
2010-05-20,1350.0000000000002
2010-05-21,1510.0
2010-05-22,2051.333333333333
2010-05-23,1650.0
2010-05-24,1819.9999999999993
2010-05-25,1080.0
2010-05-26,2303.3333333333335
2010-05-27,1646.666666666667
2010-05-28,1445.0000000000002
2010-05-29,1676.6666666666667
2010-05-30,1903.3333333333337
2010-05-31,1165.0000000000005
2010-06-01,918.3333333333329
2010-06-02,990.0000000000001
2010-06-03,1055.0
2010-06-04,1121.6666666666667
2010-06-05,2076.666666666666
2010-06-06,1691.6666666666663
2010-06-07,1543.333333333333
2010-06-08,1196.6666666666667
2010-06-09,1229.9999999999998
2010-06-10,1258.333333333333
2010-06-11,1318.3333333333328
2010-06-12,1478.3333333333337
2010-06-13,1181.666666666667
2010-06-14,446.66666666666674
2010-06-15,904.9999999999998
2010-06-16,566.6666666666666
2010-06-17,729.9999999999999
2010-06-18,938.3333333333329
2010-06-19,1591.6666666666667
2010-06-20,1543.3333333333335
2010-06-21,1098.3333333333333
2010-06-22,939.9999999999995
2010-06-23,851.6666666666664
2010-06-24,799.9999999999998
2010-06-25,1103.3333333333335
2010-06-26,1783.3333333333335
2010-06-27,1333.3333333333337
2010-06-28,1295.0000000000002
2010-06-29,1218.3333333333333
2010-06-30,1461.6666666666663
2010-07-01,1353.333333333333
2010-07-02,698.3333333333333
2010-07-03,1083.3333333333335
2010-07-04,1141.6666666666665
2010-07-05,996.6666666666662
2010-07-06,858.3333333333333
2010-07-07,986.6666666666664
2010-07-08,1335.0000000000002
2010-07-09,1128.3333333333335
2010-07-10,1661.666666666667
2010-07-11,1290.0000000000002
2010-07-12,873.3333333333335
2010-07-13,1255.0000000000002
2010-07-14,834.9999999999998
2010-07-15,1335.0
2010-07-16,831.6666666666664
2010-07-17,1373.3333333333328
2010-07-18,1301.6666666666663
2010-07-19,1616.6666666666665
2010-07-20,1056.6666666666665
2010-07-21,1136.6666666666665
2010-07-22,828.3333333333334
2010-07-23,1253.333333333333
2010-07-24,1143.3333333333335
2010-07-25,1425.0000000000002
2010-07-26,708.3333333333333
2010-07-27,1143.3333333333335
2010-07-28,1220.0
2010-07-29,988.3333333333335
2010-07-30,1013.3333333333329
2010-07-31,1443.333333333333
2010-08-01,2029.9999999999998
2010-08-02,1343.3333333333328
2010-08-03,911.6666666666665
2010-08-04,1021.6666666666662
2010-08-05,1804.9999999999998
2010-08-06,1704.9999999999998
2010-08-07,1499.9999999999998
2010-08-08,1708.3333333333333
2010-08-09,1676.6666666666665
2010-08-10,1853.3333333333337
2010-08-11,1143.333333333333
2010-08-12,878.3333333333334
2010-08-13,1123.333333333333
2010-08-14,2000.0
2010-08-15,2016.6666666666663
2010-08-16,1461.6666666666665
2010-08-17,1060.0
2010-08-18,851.6666666666667
2010-08-19,1128.3333333333328
2010-08-20,1051.6666666666667
2010-08-21,2053.333333333333
2010-08-22,1899.9999999999993
2010-08-23,1131.6666666666665
2010-08-24,1598.3333333333328
2010-08-25,1693.3333333333337
2010-08-26,1116.6666666666667
2010-08-27,1381.6666666666663
2010-08-28,2171.666666666666
2010-08-29,1783.3333333333333
2010-08-30,1124.9999999999998
2010-08-31,1008.333333333333
2010-09-01,1366.333333333333
2010-09-02,1219.9999999999998
2010-09-03,2226.666666666666
2010-09-04,1841.6666666666665
2010-09-05,974.9999999999997
2010-09-06,1105.0
2010-09-07,828.3333333333333
2010-09-08,668.3333333333334
2010-09-09,925.0000000000001
2010-09-10,623.3333333333334
2010-09-11,1436.6666666666665
2010-09-12,1309.9999999999998
2010-09-13,1270.0
2010-09-14,1283.3333333333333
2010-09-15,1203.3333333333335
2010-09-16,1178.3333333333333
2010-09-17,1281.6666666666665
2010-09-18,1719.9999999999998
2010-09-19,1469.3333333333328
2010-09-20,1553.3333333333328
2010-09-21,1325.0
2010-09-22,1861.6666666666665
2010-09-23,1326.6666666666663
2010-09-24,1263.333333333333
2010-09-25,1913.3333333333333
2010-09-26,1176.6666666666665
2010-09-27,1985.0000000000007
2010-09-28,2063.3333333333344
2010-09-29,1213.3333333333333
