Date,Profits
2010-04-01,879.9999999999999
2010-04-02,2026.6666666666667
2010-04-03,3190.0000000000005
2010-04-04,1370.0
2010-04-05,1506.6666666666667
2010-04-06,1190.0
2010-04-07,2406.6666666666665
2010-04-08,833.3333333333333
2010-04-09,1416.6666666666667
2010-04-10,2330.0000000000005
2010-04-11,1563.3333333333335
2010-04-12,1743.3333333333333
2010-04-13,2703.333333333333
2010-04-14,1626.6666666666667
2010-04-15,1180.0
2010-04-16,2103.3333333333335
2010-04-17,2456.6666666666665
2010-04-18,1616.6666666666665
2010-04-19,1856.6666666666667
2010-04-20,1439.9999999999998
2010-04-21,2020.0
2010-04-22,2716.666666666667
2010-04-23,2200.0
2010-04-24,3256.6666666666665
2010-04-25,3586.6666666666674
2010-04-26,2096.6666666666665
2010-04-27,2733.333333333333
2010-04-28,1829.9999999999998
2010-04-29,2163.333333333333
2010-04-30,1526.6666666666667
2010-05-02,1616.6666666666665
2010-05-03,1260.0
2010-05-04,880.0000000000001
2010-05-05,1726.6666666666665
2010-05-06,1716.6666666666667
2010-05-07,790.0
2010-05-08,1749.9999999999998
2010-05-09,2150.0
2010-05-10,1586.6666666666667
2010-05-11,1329.9999999999998
2010-05-12,1406.6666666666667
2010-05-13,1223.3333333333333
2010-05-14,3366.666666666667
2010-05-15,1776.6666666666665
2010-05-16,1620.0000000000002
2010-05-17,1243.3333333333333
2010-05-18,1216.6666666666665
2010-05-19,1656.6666666666667
2010-05-20,946.6666666666666
2010-05-21,1103.3333333333335
2010-05-22,1726.6666666666667
2010-05-23,1409.9999999999998
2010-05-24,900.0
2010-05-25,686.6666666666666
2010-05-26,1999.9999999999998
2010-05-27,2683.3333333333335
2010-05-28,1833.3333333333333
2010-05-29,2280.0000000000005
2010-05-30,1499.9999999999998
2010-05-31,230.0
2010-06-01,1036.6666666666667
2010-06-02,1126.6666666666667
2010-06-03,676.6666666666666
2010-06-04,1549.9999999999998
2010-06-05,1723.3333333333333
2010-06-06,1333.3333333333335
2010-06-07,890.0000000000001
2010-06-08,1159.9999999999998
2010-06-09,1013.3333333333334
2010-06-10,1409.9999999999998
2010-06-11,2486.6666666666665
2010-06-12,1260.0000000000002
2010-06-13,713.3333333333334
2010-06-14,630.0
2010-06-15,1013.3333333333334
2010-06-16,2043.3333333333333
2010-06-17,990.0
2010-06-18,2600.0
2010-06-19,1363.3333333333333
2010-06-20,1559.9999999999998
2010-06-21,1633.3333333333333
2010-06-22,1880.0
2010-06-23,2284.3333333333335
2010-06-24,893.3333333333335
2010-06-25,1719.9999999999998
2010-06-26,2643.333333333333
2010-06-27,1740.0
2010-06-28,1782.6666666666667
2010-06-29,2230.0
2010-06-30,2333.333333333333
2010-07-01,2836.0
2010-07-02,1929.9999999999998
2010-07-03,2083.333333333333
2010-07-04,2509.9999999999995
2010-07-05,1060.0
2010-07-06,953.3333333333334
2010-07-07,1868.3333333333335
2010-07-08,783.3333333333334
2010-07-09,2453.3333333333335
2010-07-10,1620.0000000000002
2010-07-11,3568.333333333333
2010-07-12,1010.0
2010-07-13,1810.0000000000002
2010-07-14,1181.6666666666665
2010-07-15,1166.6666666666667
2010-07-16,1983.3333333333335
2010-07-17,1573.3333333333333
2010-07-18,1710.0
2010-07-19,976.6666666666665
2010-07-20,2560.0
2010-07-22,1819.9999999999995
2010-07-23,2236.6666666666665
2010-07-24,1776.6666666666665
2010-07-25,1546.6666666666665
2010-07-26,1170.0
2010-07-27,620.0
2010-07-28,2170.0000000000005
2010-07-29,2276.6666666666665
2010-07-30,2263.333333333334
2010-07-31,3085.0
2010-08-01,2360.0
2010-08-02,1136.6666666666665
2010-08-03,1143.3333333333333
2010-08-04,2060.0
2010-08-05,2193.3333333333335
2010-08-06,1790.0
2010-08-07,3453.3333333333335
2010-08-08,2555.0
2010-08-09,1926.6666666666665
2010-08-10,1070.0
2010-08-11,2373.3333333333335
2010-08-12,2866.6666666666665
2010-08-13,988.3333333333333
2010-08-14,2410.0
2010-08-16,2731.6666666666665
2010-08-17,2696.6666666666665
2010-08-18,906.6666666666667
2010-08-19,561.6666666666667
2010-08-20,1733.3333333333333
2010-08-21,1773.3333333333335
2010-08-22,3655.0
2010-08-23,1011.6666666666666
2010-08-24,761.6666666666666
2010-08-25,1049.9999999999998
2010-08-26,1078.3333333333333
2010-08-27,1473.3333333333335
2010-08-28,1468.3333333333335
2010-08-29,1690.0
2010-08-30,2263.3333333333335
2010-08-31,2199.9999999999995
2010-09-01,1244.9999999999998
2010-09-02,1525.0
2010-09-03,1805.0
2010-09-04,3153.333333333333
2010-09-05,1425.0
2010-09-06,2991.6666666666665
2010-09-07,1159.9999999999998
2010-09-08,1056.6666666666667
2010-09-09,1841.6666666666667
2010-09-10,1150.0
2010-09-11,2076.6666666666665
2010-09-12,2686.6666666666656
2010-09-13,1273.3333333333333
2010-09-14,1430.0000000000002
2010-09-15,1080.0
2010-09-16,1663.3333333333335
2010-09-17,1550.0
2010-09-18,2173.3333333333335
2010-09-19,1943.3333333333335
2010-09-20,2368.333333333333
2010-09-21,1393.3333333333335
2010-09-23,1356.666666666667
2010-09-24,2333.333333333333
2010-09-25,2486.666666666666
2010-09-26,1713.3333333333335
2010-09-27,2009.9999999999998
2010-09-28,1991.6666666666665
2010-09-29,1016.6666666666666
2010-10-01,2350.0
2010-10-03,1904.9999999999998
2010-10-04,1949.9999999999998
2010-10-05,986.6666666666666
2010-10-06,556.6666666666667
2010-10-07,2070.0
2010-10-09,3224.9999999999995
2010-10-10,889.9999999999999
2010-10-11,803.3333333333334
